Measure Code,Parent Description,Description,2011,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,13355,13413,13460,13383,12941,13001
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,3196.3,3210.2,3221.4,3203,3097.2,3111.6
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,6612,6647,6671,6638,6409,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,6743,6766,6789,6745,6532,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,35.2,35.5,35.7,36.1,36.5,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,39,39.2,39.2,39.4,39.2,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,37,37.2,37.4,37.7,37.8,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,9007,9145,9251,9182,8723,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,67.4,68.2,68.7,68.6,67.4,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,382,355,343,352,385,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,344,328,300,297,317,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,316,326,329,306,253,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,348,343,340,322,311,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,554,550,554,533,466,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,672,688,705,680,640,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,665,672,678,697,642,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,502,526,535,542,572,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,432,444,428,406,406,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,441,438,440,433,397,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,345,350,384,394,394,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,330,346,343,359,326,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,306,309,323,328,316,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,241,237,244,261,267,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,223,222,225,231,227,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,166,175,171,176,171,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,163,152,146,131,132,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,182,186,183,190,187,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,5.8,5.3,5.1,5.3,6,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,5.2,4.9,4.5,4.5,4.9,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,4.8,4.9,4.9,4.6,3.9,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,5.3,5.2,5.1,4.9,4.9,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,8.4,8.3,8.3,8,7.3,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,10.2,10.4,10.6,10.2,10,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,10.1,10.1,10.2,10.5,10,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,7.6,7.9,8,8.2,8.9,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,6.5,6.7,6.4,6.1,6.3,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,6.7,6.6,6.6,6.5,6.2,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,5.2,5.3,5.8,5.9,6.1,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,5,5.2,5.1,5.4,5.1,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,4.6,4.6,4.8,4.9,4.9,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,3.6,3.6,3.7,3.9,4.2,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,3.4,3.3,3.4,3.5,3.5,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,2.5,2.6,2.6,2.7,2.7,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,2.5,2.3,2.2,2,2.1,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,2.8,2.8,2.7,2.9,2.9,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,378,358,342,332,335,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,319,306,289,288,307,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,275,288,318,319,309,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,316,319,307,296,277,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,481,462,460,437,409,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,616,611,606,588,551,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,608,619,635,640,635,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,472,492,512,529,523,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,391,418,423,441,406,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,459,446,439,392,369,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,393,411,429,450,423,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,360,362,354,353,350,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,316,339,356,362,310,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,262,255,262,275,304,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,231,233,243,253,255,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,255,239,227,215,199,
ERP_F_18,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (no.),,,247,238,228,230,220,
ERP_F_19,Estimated resident population - Females - year ended 30 June,Females - 85 and over (no.),,,364,370,359,345,350,
ERP_F_21,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (%),,,5.6,5.3,5,4.9,5.1,
ERP_F_22,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (%),,,4.7,4.5,4.3,4.3,4.7,
ERP_F_23,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (%),,,4.1,4.3,4.7,4.7,4.7,
