Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,21482,21445,21351,21152,20211,19968
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,1462.8,1460.3,1453.9,1440.4,1376.3,1359.7
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,10823,10810,10776,10674,10231,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,10659,10635,10575,10478,9980,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,36.9,37.1,37.3,37.7,38.1,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,39.5,39.4,39.6,40.2,41,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,38.1,38.2,38.4,38.9,39.4,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,13743,13641,13526,13322,12705,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,64,63.6,63.4,63,62.9,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,692,669,657,629,609,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,605,629,613,619,543,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,501,492,513,515,503,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,554,546,531,510,503,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,841,839,832,795,750,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,917,903,883,864,854,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,957,946,926,929,881,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,787,821,856,849,758,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,659,658,667,655,628,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,579,595,583,593,584,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,606,583,567,553,553,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,550,558,581,572,549,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,557,509,500,517,521,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,573,566,523,504,496,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,516,544,558,560,521,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,409,436,453,453,423,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,313,312,312,327,306,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,207,204,221,230,249,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,6.4,6.2,6.1,5.9,6,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,5.6,5.8,5.7,5.8,5.3,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,4.6,4.6,4.8,4.8,4.9,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,5.1,5.1,4.9,4.8,4.9,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,7.8,7.8,7.7,7.4,7.3,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,,8.5,8.4,8.2,8.1,8.3,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,,8.8,8.8,8.6,8.7,8.6,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,,7.3,7.6,7.9,8,7.4,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,,6.1,6.1,6.2,6.1,6.1,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,,5.3,5.5,5.4,5.6,5.7,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,,5.6,5.4,5.3,5.2,5.4,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,,5.1,5.2,5.4,5.4,5.4,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,,5.1,4.7,4.6,4.8,5.1,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,,5.3,5.2,4.9,4.7,4.8,
