Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,12104,12421,12586,12536,12280,12377
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,1645.2,1688.3,1710.7,1703.9,1669.1,1682.3
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,6068,6212,6290,6265,6147,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,6036,6209,6296,6271,6133,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,30.5,30.6,30.6,31,31.7,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,31.2,31.4,31.7,32.3,33,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,30.9,31.1,31.3,31.7,32.5,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,8265,8487,8613,8516,8269,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,68.3,68.3,68.4,67.9,67.3,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,727,696,651,599,552,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,612,633,642,645,647,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,403,417,436,473,513,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,347,357,382,376,337,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,385,422,450,438,423,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,495,508,523,493,431,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,692,663,614,572,515,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,657,668,672,666,656,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,500,524,542,557,573,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,343,360,375,383,406,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,276,292,298,312,303,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,200,218,240,248,264,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,165,162,155,166,191,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,132,135,140,140,135,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,71,78,82,101,103,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,34,46,54,58,59,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,20,19,21,23,24,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,9,14,13,15,15,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,12,11.2,10.3,9.6,9,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,10.1,10.2,10.2,10.3,10.5,
