Measure Code,Parent Description,Description,2011,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,14623,14688,14615,14505,14187,14094
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,4587.5,4607.9,4585,4550.4,4450.7,4421.5
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,7071,7096,7080,7044,6941,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,7552,7592,7535,7461,7246,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,36.1,36,36,36.3,36.9,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,37.4,37.7,37.8,38.1,38.1,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,36.8,36.9,36.9,37.2,37.5,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,9984,10061,10012,9942,9736,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,68.3,68.5,68.5,68.5,68.6,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,506,495,473,443,426,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,483,459,439,430,415,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,328,366,387,394,391,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,307,305,316,314,317,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,506,523,529,517,468,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,651,641,639,627,586,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,613,628,648,647,634,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,565,565,559,572,600,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,596,572,544,525,508,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,548,559,559,553,546,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,416,422,440,464,499,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,357,374,365,363,358,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,290,305,302,311,308,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,268,245,248,254,251,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,184,190,191,197,203,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,172,163,156,143,145,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,133,144,138,143,136,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,148,140,147,147,150,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,7.2,7,6.7,6.3,6.1,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,6.8,6.5,6.2,6.1,6,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,4.6,5.2,5.5,5.6,5.6,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,4.3,4.3,4.5,4.5,4.6,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,7.2,7.4,7.5,7.3,6.7,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,9.2,9,9,8.9,8.4,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,8.7,8.9,9.2,9.2,9.1,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,8,8,7.9,8.1,8.6,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,8.4,8.1,7.7,7.5,7.3,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,7.7,7.9,7.9,7.9,7.9,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,5.9,5.9,6.2,6.6,7.2,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,5,5.3,5.2,5.2,5.2,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,4.1,4.3,4.3,4.4,4.4,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,3.8,3.5,3.5,3.6,3.6,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,2.6,2.7,2.7,2.8,2.9,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,2.4,2.3,2.2,2,2.1,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,1.9,2,1.9,2,2,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,2.1,2,2.1,2.1,2.2,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,515,525,511,491,426,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,458,474,471,434,413,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,396,389,392,415,395,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,333,327,340,331,349,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,522,507,492,467,440,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,600,596,620,635,642,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,620,602,583,576,581,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,614,640,640,634,594,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,592,585,553,545,541,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,579,596,611,587,533,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,454,471,475,484,486,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,416,414,379,379,370,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,405,429,418,411,376,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,277,280,300,310,289,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,204,206,199,214,245,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,225,210,208,193,183,
ERP_F_18,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (no.),,,158,165,164,170,183,
ERP_F_19,Estimated resident population - Females - year ended 30 June,Females - 85 and over (no.),,,184,176,179,185,200,
ERP_F_21,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (%),,,6.8,6.9,6.8,6.6,5.9,
